,TestGesamt,MeldeDatum,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Bundesland,Hospitalizations_total,ICU_capacity,ICU_perc
3129,10313170,2021-02-07,1275,285,4493,614,10,Alle,1560,899,31.7
3130,432914,2021-02-08,34,5,94,14,1,Burgenland,39,19,26.3
3131,485878,2021-02-08,73,8,230,32,2,Kärnten,81,40,20.0
3132,2433779,2021-02-08,298,54,722,119,3,Niederösterreich,352,173,31.2
3133,1532577,2021-02-08,131,27,544,76,4,Oberösterreich,158,103,26.2
3134,567720,2021-02-08,97,15,133,34,5,Salzburg,112,49,30.6
3135,1111689,2021-02-08,233,42,327,54,6,Steiermark,275,96,43.8
3136,1026903,2021-02-08,96,27,187,43,7,Tirol,123,70,38.6
3137,583606,2021-02-08,26,3,118,66,8,Vorarlberg,29,69,4.3
3138,2267092,2021-02-08,311,100,2042,173,9,Wien,411,273,36.6
3139,10442158,2021-02-08,1299,281,4397,611,10,Alle,1580,892,31.5
3140,436790,2021-02-09,28,5,93,14,1,Burgenland,33,19,26.3
3141,501757,2021-02-09,77,8,228,32,2,Kärnten,85,40,20.0
3142,2479223,2021-02-09,296,54,724,96,3,Niederösterreich,350,150,36.0
3143,1568838,2021-02-09,126,28,549,75,4,Oberösterreich,154,103,27.2
3144,594275,2021-02-09,95,13,135,36,5,Salzburg,108,49,26.5
3145,1220651,2021-02-09,250,40,310,56,6,Steiermark,290,96,41.7
3146,1045442,2021-02-09,94,26,192,42,7,Tirol,120,68,38.2
3147,594613,2021-02-09,29,2,115,66,8,Vorarlberg,31,68,2.9
3148,2311180,2021-02-09,323,103,1833,177,9,Wien,426,280,36.8
3149,10752769,2021-02-09,1318,279,4179,594,10,Alle,1597,873,32.0
3150,445042,2021-02-10,41,5,92,14,1,Burgenland,46,19,26.3
3151,508471,2021-02-10,76,8,229,33,2,Kärnten,84,41,19.5
3152,2530636,2021-02-10,285,56,735,106,3,Niederösterreich,341,162,34.6
3153,1601073,2021-02-10,124,27,551,76,4,Oberösterreich,151,103,26.2
3154,609044,2021-02-10,84,12,146,37,5,Salzburg,96,49,24.5
3155,1251594,2021-02-10,233,38,318,58,6,Steiermark,271,96,39.6
3156,1059325,2021-02-10,81,25,210,41,7,Tirol,106,66,37.9
3157,608080,2021-02-10,22,4,122,62,8,Vorarlberg,26,66,6.1
3158,2360705,2021-02-10,316,90,1816,157,9,Wien,406,247,36.4
3159,10973970,2021-02-10,1262,265,4219,584,10,Alle,1527,849,31.2
3160,455925,2021-02-11,38,6,94,13,1,Burgenland,44,19,31.6
3161,525407,2021-02-11,77,9,228,33,2,Kärnten,86,42,21.4
3162,2588795,2021-02-11,283,55,737,104,3,Niederösterreich,338,159,34.6
3163,1616847,2021-02-11,122,23,553,80,4,Oberösterreich,145,103,22.3
3164,622985,2021-02-11,86,13,144,36,5,Salzburg,99,49,26.5
3165,1285524,2021-02-11,220,39,331,57,6,Steiermark,259,96,40.6
3166,1071314,2021-02-11,63,21,221,44,7,Tirol,84,65,32.3
3167,621458,2021-02-11,20,5,122,61,8,Vorarlberg,25,66,7.6
3168,2417196,2021-02-11,303,94,1832,162,9,Wien,397,256,36.7
3169,11205451,2021-02-11,1212,265,4262,590,10,Alle,1477,855,31.0
3170,463144,2021-02-12,33,6,97,13,1,Burgenland,39,19,31.6
3171,525887,2021-02-12,74,7,232,34,2,Kärnten,81,41,17.1
3172,2630551,2021-02-12,275,57,745,98,3,Niederösterreich,332,155,36.8
3173,1644551,2021-02-12,120,20,555,83,4,Oberösterreich,140,103,19.4
3174,636924,2021-02-12,80,14,150,35,5,Salzburg,94,49,28.6
3175,1312825,2021-02-12,211,38,339,59,6,Steiermark,249,97,39.2
3176,1087800,2021-02-12,67,21,215,43,7,Tirol,88,64,32.8
3177,635707,2021-02-12,21,6,121,61,8,Vorarlberg,27,67,9.0
3178,2471777,2021-02-12,270,94,1803,165,9,Wien,364,259,36.3
3179,11409166,2021-02-12,1151,263,4257,591,10,Alle,1414,854,30.8
3180,474483,2021-02-13,35,6,99,13,1,Burgenland,41,19,31.6
3181,526652,2021-02-13,72,7,232,34,2,Kärnten,79,41,17.1
3182,2691395,2021-02-13,253,57,767,100,3,Niederösterreich,310,157,36.3
3183,1670229,2021-02-13,109,16,566,87,4,Oberösterreich,125,103,15.5
3184,651739,2021-02-13,67,12,151,37,5,Salzburg,79,49,24.5
3185,1342383,2021-02-13,189,39,373,58,6,Steiermark,228,97,40.2
3186,1099796,2021-02-13,62,22,214,42,7,Tirol,84,64,34.4
3187,647797,2021-02-13,16,7,126,62,8,Vorarlberg,23,69,10.1
3188,2519013,2021-02-13,259,101,1998,182,9,Wien,360,283,35.7
3189,11623487,2021-02-13,1062,267,4526,615,10,Alle,1329,882,30.3
3190,483285,2021-02-14,32,7,99,12,1,Burgenland,39,19,36.8
3191,526883,2021-02-14,75,8,232,33,2,Kärnten,83,41,19.5
3192,2731420,2021-02-14,246,61,774,118,3,Niederösterreich,307,179,34.1
3193,1688699,2021-02-14,113,16,562,87,4,Oberösterreich,129,103,15.5
3194,656649,2021-02-14,72,12,146,38,5,Salzburg,84,50,24.0
3195,1362472,2021-02-14,186,35,376,62,6,Steiermark,221,97,36.1
3196,1110482,2021-02-14,65,20,211,46,7,Tirol,85,66,30.3
3197,654913,2021-02-14,17,9,125,62,8,Vorarlberg,26,71,12.7
3198,2548229,2021-02-14,250,87,2125,184,9,Wien,337,271,32.1
3199,11763032,2021-02-14,1056,255,4650,642,10,Alle,1311,897,28.4
3200,493043,2021-02-15,39,8,96,11,1,Burgenland,47,19,42.1
3201,528675,2021-02-15,76,7,227,33,2,Kärnten,83,40,17.5
3202,2752463,2021-02-15,263,58,757,118,3,Niederösterreich,321,176,33.0
3203,1710876,2021-02-15,111,21,564,82,4,Oberösterreich,132,103,20.4
3204,657125,2021-02-15,68,11,150,38,5,Salzburg,79,49,22.4
3205,1382947,2021-02-15,201,34,350,63,6,Steiermark,235,97,35.1
3206,1158699,2021-02-15,71,20,211,46,7,Tirol,91,66,30.3
3207,659500,2021-02-15,21,8,120,64,8,Vorarlberg,29,72,11.1
3208,2576722,2021-02-15,254,91,2071,179,9,Wien,345,270,33.7
3209,11920050,2021-02-15,1104,258,4546,634,10,Alle,1362,892,28.9
3210,501092,2021-02-16,36,10,94,9,1,Burgenland,46,19,52.6
3211,572902,2021-02-16,70,7,235,34,2,Kärnten,77,41,17.1
3212,2804645,2021-02-16,273,60,747,98,3,Niederösterreich,333,158,38.0
3213,1762713,2021-02-16,101,21,574,82,4,Oberösterreich,122,103,20.4
3214,682096,2021-02-16,72,13,146,36,5,Salzburg,85,49,26.5
3215,1422320,2021-02-16,174,33,375,65,6,Steiermark,207,98,33.7
3216,1174300,2021-02-16,67,22,222,46,7,Tirol,89,68,32.4
3217,672935,2021-02-16,20,9,121,63,8,Vorarlberg,29,72,12.5
3218,2618247,2021-02-16,276,89,1896,185,9,Wien,365,274,32.5
3219,12211250,2021-02-16,1089,264,4410,618,10,Alle,1353,882,29.9
3220,511962,2021-02-17,39,8,95,11,1,Burgenland,47,19,42.1
3221,583485,2021-02-17,76,7,232,33,2,Kärnten,83,40,17.5
3222,2845953,2021-02-17,267,60,753,101,3,Niederösterreich,327,161,37.3
3223,1788681,2021-02-17,106,17,569,86,4,Oberösterreich,123,103,16.5
3224,694455,2021-02-17,71,10,147,39,5,Salzburg,81,49,20.4
3225,1452094,2021-02-17,168,33,376,64,6,Steiermark,201,97,34.0
3226,1187069,2021-02-17,62,23,226,44,7,Tirol,85,67,34.3
3227,687574,2021-02-17,16,12,126,60,8,Vorarlberg,28,72,16.7
3228,2666336,2021-02-17,264,92,1860,178,9,Wien,356,270,34.1
3229,12417609,2021-02-17,1069,262,4384,616,10,Alle,1331,878,29.8
3230,521527,2021-02-18,37,10,97,9,1,Burgenland,47,19,52.6
3231,584327,2021-02-18,73,7,234,34,2,Kärnten,80,41,17.1
3232,2912869,2021-02-18,259,60,761,97,3,Niederösterreich,319,157,38.2
3233,1837652,2021-02-18,105,15,295,63,4,Oberösterreich,120,78,19.2
3234,706887,2021-02-18,71,9,138,40,5,Salzburg,80,49,18.4
3235,1479711,2021-02-18,150,36,394,61,6,Steiermark,186,97,37.1
3236,1217425,2021-02-18,60,25,222,44,7,Tirol,85,69,36.2
3237,700937,2021-02-18,19,12,123,60,8,Vorarlberg,31,72,16.7
3238,2730621,2021-02-18,253,90,1921,158,9,Wien,343,248,36.3
3239,12691956,2021-02-18,1027,264,4185,566,10,Alle,1291,830,31.8
3240,526789,2021-02-19,34,9,102,10,1,Burgenland,43,19,47.4
3241,585103,2021-02-19,72,7,235,34,2,Kärnten,79,41,17.1
3242,2961418,2021-02-19,252,63,768,94,3,Niederösterreich,315,157,40.1
3243,1863979,2021-02-19,106,12,294,66,4,Oberösterreich,118,78,15.4
3244,719438,2021-02-19,69,9,147,40,5,Salzburg,78,49,18.4
3245,1507916,2021-02-19,164,40,380,57,6,Steiermark,204,97,41.2
3246,1229255,2021-02-19,59,23,216,43,7,Tirol,82,66,34.8
3247,715276,2021-02-19,18,13,124,60,8,Vorarlberg,31,73,17.8
3248,2783547,2021-02-19,256,85,1726,181,9,Wien,341,266,32.0
3249,12892721,2021-02-19,1030,261,3992,585,10,Alle,1291,846,30.9
3250,556981,2021-02-20,37,9,100,13,1,Burgenland,46,22,40.9
3251,585710,2021-02-20,71,7,238,34,2,Kärnten,78,41,17.1
3252,3016465,2021-02-20,249,62,771,99,3,Niederösterreich,311,161,38.5
3253,1891184,2021-02-20,98,12,302,66,4,Oberösterreich,110,78,15.4
3254,734166,2021-02-20,68,9,148,40,5,Salzburg,77,49,18.4
3255,1538472,2021-02-20,149,41,429,57,6,Steiermark,190,98,41.8
3256,1244878,2021-02-20,51,23,218,46,7,Tirol,74,69,33.3
3257,727951,2021-02-20,20,12,121,62,8,Vorarlberg,32,74,16.2
3258,2833002,2021-02-20,256,86,1974,187,9,Wien,342,273,31.5
3259,13128809,2021-02-20,999,261,4301,604,10,Alle,1260,865,30.2
3260,561170,2021-02-21,37,9,101,13,1,Burgenland,46,22,40.9
3261,586173,2021-02-21,67,7,238,34,2,Kärnten,74,41,17.1
3262,3055616,2021-02-21,250,57,770,97,3,Niederösterreich,307,154,37.0
3263,1907173,2021-02-21,101,12,299,66,4,Oberösterreich,113,78,15.4
3264,739539,2021-02-21,68,5,148,44,5,Salzburg,73,49,10.2
3265,1563516,2021-02-21,154,43,424,55,6,Steiermark,197,98,43.9
3266,1318983,2021-02-21,59,22,212,46,7,Tirol,81,68,32.4
3267,734720,2021-02-21,20,12,122,62,8,Vorarlberg,32,74,16.2
3268,2860894,2021-02-21,262,87,2062,185,9,Wien,349,272,32.0
3269,13327784,2021-02-21,1018,254,4376,602,10,Alle,1272,856,29.7
3270,566648,2021-02-22,41,9,93,13,1,Burgenland,50,22,40.9
3271,587921,2021-02-22,74,9,237,32,2,Kärnten,83,41,22.0
3272,3078655,2021-02-22,260,61,760,103,3,Niederösterreich,321,164,37.2
3273,1929664,2021-02-22,105,14,295,64,4,Oberösterreich,119,78,17.9
3274,740101,2021-02-22,71,6,145,44,5,Salzburg,77,50,12.0
3275,1564782,2021-02-22,174,41,385,56,6,Steiermark,215,97,42.3
3276,1332740,2021-02-22,62,20,211,45,7,Tirol,82,65,30.8
3277,735753,2021-02-22,24,11,118,62,8,Vorarlberg,35,73,15.1
3278,2884696,2021-02-22,274,81,2062,185,9,Wien,355,266,30.5
3279,13420960,2021-02-22,1085,252,4306,604,10,Alle,1337,856,29.4
3280,573179,2021-02-23,33,11,99,11,1,Burgenland,44,22,50.0
3281,588669,2021-02-23,76,9,235,32,2,Kärnten,85,41,22.0
3282,3133817,2021-02-23,268,68,752,98,3,Niederösterreich,336,166,41.0
3283,1970950,2021-02-23,95,16,305,62,4,Oberösterreich,111,78,20.5
3284,764214,2021-02-23,65,6,151,43,5,Salzburg,71,49,12.2
3285,1607716,2021-02-23,170,44,390,54,6,Steiermark,214,98,44.9
3286,1347581,2021-02-23,68,19,203,45,7,Tirol,87,64,29.7
3287,755433,2021-02-23,22,9,120,62,8,Vorarlberg,31,71,12.7
3288,2937797,2021-02-23,280,91,1816,176,9,Wien,371,267,34.1
3289,13679356,2021-02-23,1077,273,4071,583,10,Alle,1350,856,31.9
3290,579324,2021-02-24,39,9,96,13,1,Burgenland,48,22,40.9
3291,644560,2021-02-24,79,10,231,31,2,Kärnten,89,41,24.4
3292,3183275,2021-02-24,252,68,768,97,3,Niederösterreich,320,165,41.2
3293,2001831,2021-02-24,97,14,303,64,4,Oberösterreich,111,78,17.9
3294,776432,2021-02-24,59,7,140,42,5,Salzburg,66,49,14.3
3295,1638030,2021-02-24,170,43,390,56,6,Steiermark,213,99,43.4
3296,1360402,2021-02-24,65,18,205,47,7,Tirol,83,65,27.7
3297,770279,2021-02-24,22,11,119,62,8,Vorarlberg,33,73,15.1
3298,2986542,2021-02-24,281,75,1711,157,9,Wien,356,232,32.3
3299,13940675,2021-02-24,1064,255,3963,569,10,Alle,1319,824,30.9
3300,597476,2021-02-25,41,8,94,14,1,Burgenland,49,22,36.4
3301,671597,2021-02-25,78,11,233,30,2,Kärnten,89,41,26.8
3302,3238808,2021-02-25,244,69,776,96,3,Niederösterreich,313,165,41.8
3303,2052333,2021-02-25,97,14,303,64,4,Oberösterreich,111,78,17.9
3304,788550,2021-02-25,58,11,141,38,5,Salzburg,69,49,22.4
3305,1666366,2021-02-25,169,38,393,59,6,Steiermark,207,97,39.2
3306,1376175,2021-02-25,62,19,202,47,7,Tirol,81,66,28.8
3307,784679,2021-02-25,26,9,116,63,8,Vorarlberg,35,72,12.5
3308,3033592,2021-02-25,266,69,1679,167,9,Wien,335,236,29.2
3309,14209576,2021-02-25,1041,248,3937,578,10,Alle,1289,826,30.0
3310,609615,2021-02-26,42,9,92,7,1,Burgenland,51,16,56.2
3311,672595,2021-02-26,75,12,234,29,2,Kärnten,87,41,29.3
3312,3288812,2021-02-26,245,71,775,97,3,Niederösterreich,316,168,42.3
3313,2092538,2021-02-26,97,16,306,62,4,Oberösterreich,113,78,20.5
3314,801139,2021-02-26,49,12,149,37,5,Salzburg,61,49,24.5
3315,1694570,2021-02-26,172,37,391,60,6,Steiermark,209,97,38.1
3316,1389051,2021-02-26,59,20,210,47,7,Tirol,79,67,29.9
3317,799209,2021-02-26,22,9,120,63,8,Vorarlberg,31,72,12.5
3318,3085297,2021-02-26,257,74,1698,169,9,Wien,331,243,30.5
3319,14432826,2021-02-26,1018,260,3975,571,10,Alle,1278,831,31.3
3320,626516,2021-02-27,34,9,99,12,1,Burgenland,43,21,42.9
3321,673383,2021-02-27,73,12,234,29,2,Kärnten,85,41,29.3
3322,3348005,2021-02-27,253,73,767,90,3,Niederösterreich,326,163,44.8
3323,2121412,2021-02-27,85,17,315,61,4,Oberösterreich,102,78,21.8
3324,816538,2021-02-27,56,13,143,36,5,Salzburg,69,49,26.5
3325,1728795,2021-02-27,158,36,405,61,6,Steiermark,194,97,37.1
3326,1490318,2021-02-27,58,19,188,45,7,Tirol,77,64,29.7
3327,812756,2021-02-27,21,7,123,65,8,Vorarlberg,28,72,9.7
3328,3134044,2021-02-27,250,74,1952,174,9,Wien,324,248,29.8
3329,14751767,2021-02-27,988,260,4226,573,10,Alle,1248,833,31.2
3330,632199,2021-02-28,33,10,107,12,1,Burgenland,43,22,45.5
3331,673818,2021-02-28,73,14,236,28,2,Kärnten,87,42,33.3
3332,3391018,2021-02-28,261,79,759,102,3,Niederösterreich,340,181,43.6
3333,2140416,2021-02-28,90,16,310,62,4,Oberösterreich,106,78,20.5
3334,822663,2021-02-28,56,15,143,34,5,Salzburg,71,49,30.6
3335,1756692,2021-02-28,165,35,398,61,6,Steiermark,200,96,36.5
3336,1506506,2021-02-28,60,21,185,45,7,Tirol,81,66,31.8
3337,820454,2021-02-28,23,7,120,63,8,Vorarlberg,30,70,10.0
3338,3164015,2021-02-28,261,86,2059,176,9,Wien,347,262,32.8
3339,14907781,2021-02-28,1022,283,4317,583,10,Alle,1305,866,32.7
3340,638575,2021-03-01,36,10,106,12,1,Burgenland,46,22,45.5
3341,675557,2021-03-01,81,15,228,28,2,Kärnten,96,43,34.9
3342,3400756,2021-03-01,267,82,753,96,3,Niederösterreich,349,178,46.1
3343,2162517,2021-03-01,100,20,300,58,4,Oberösterreich,120,78,25.6
3344,823353,2021-03-01,58,15,141,34,5,Salzburg,73,49,30.6
3345,1758065,2021-03-01,168,39,379,60,6,Steiermark,207,99,39.4
3346,1521757,2021-03-01,63,24,183,39,7,Tirol,87,63,38.1
3347,825612,2021-03-01,22,6,120,63,8,Vorarlberg,28,69,8.7
3348,3197153,2021-03-01,278,85,2135,173,9,Wien,363,258,32.9
3349,15003345,2021-03-01,1073,296,4345,563,10,Alle,1369,859,34.5
3350,645941,2021-03-02,41,13,96,9,1,Burgenland,54,22,59.1
3351,704089,2021-03-02,75,16,232,27,2,Kärnten,91,43,37.2
3352,3471229,2021-03-02,303,78,717,88,3,Niederösterreich,381,166,47.0
3353,2241062,2021-03-02,114,16,286,62,4,Oberösterreich,130,78,20.5
3354,847370,2021-03-02,53,16,146,33,5,Salzburg,69,49,32.7
3355,1801508,2021-03-02,165,40,381,60,6,Steiermark,205,100,40.0
3356,1539898,2021-03-02,59,24,185,31,7,Tirol,83,55,43.6
3357,842170,2021-03-02,22,5,120,64,8,Vorarlberg,27,69,7.2
3358,3264872,2021-03-02,292,93,1962,170,9,Wien,385,263,35.4
3359,15358139,2021-03-02,1124,301,4125,544,10,Alle,1425,845,35.6
3360,656824,2021-03-03,38,13,98,9,1,Burgenland,51,22,59.1
3361,708065,2021-03-03,78,17,227,26,2,Kärnten,95,43,39.5
3362,3525810,2021-03-03,290,81,730,89,3,Niederösterreich,371,170,47.6
3363,2276421,2021-03-03,103,21,297,57,4,Oberösterreich,124,78,26.9
3364,859248,2021-03-03,56,15,133,34,5,Salzburg,71,49,30.6
3365,1852502,2021-03-03,165,36,376,64,6,Steiermark,201,100,36.0
3366,1552380,2021-03-03,54,24,191,31,7,Tirol,78,55,43.6
3367,855489,2021-03-03,23,6,119,62,8,Vorarlberg,29,68,8.8
3368,3316131,2021-03-03,290,100,1907,168,9,Wien,390,268,37.3
3369,15602870,2021-03-03,1097,313,4078,540,10,Alle,1410,853,36.7
3370,665306,2021-03-04,46,13,85,9,1,Burgenland,59,22,59.1
3371,709254,2021-03-04,79,16,226,27,2,Kärnten,95,43,37.2
3372,3580743,2021-03-04,292,84,728,85,3,Niederösterreich,376,169,49.7
3373,2332134,2021-03-04,97,21,303,57,4,Oberösterreich,118,78,26.9
3374,871522,2021-03-04,60,14,129,35,5,Salzburg,74,49,28.6
3375,1899187,2021-03-04,160,38,373,62,6,Steiermark,198,100,38.0
3376,1569811,2021-03-04,67,22,176,32,7,Tirol,89,54,40.7
3377,868793,2021-03-04,24,4,117,64,8,Vorarlberg,28,68,5.9
3378,3367370,2021-03-04,317,90,1905,169,9,Wien,407,259,34.7
3379,15864120,2021-03-04,1142,302,4042,540,10,Alle,1444,842,35.9
3380,677110,2021-03-05,40,14,84,9,1,Burgenland,54,23,60.9
3381,710375,2021-03-05,89,15,215,26,2,Kärnten,104,41,36.6
3382,3631722,2021-03-05,273,89,747,80,3,Niederösterreich,362,169,52.7
3383,2368282,2021-03-05,96,24,304,54,4,Oberösterreich,120,78,30.8
3384,914767,2021-03-05,68,13,121,36,5,Salzburg,81,49,26.5
3385,1929023,2021-03-05,176,36,358,65,6,Steiermark,212,101,35.6
3386,1587729,2021-03-05,64,23,181,31,7,Tirol,87,54,42.6
3387,882629,2021-03-05,23,4,120,60,8,Vorarlberg,27,64,6.2
3388,3421978,2021-03-05,285,107,1830,159,9,Wien,392,266,40.2
3389,16123615,2021-03-05,1114,325,3960,520,10,Alle,1439,845,38.5
3390,692887,2021-03-06,46,13,88,11,1,Burgenland,59,24,54.2
3391,711306,2021-03-06,81,15,215,26,2,Kärnten,96,41,36.6
3392,3693241,2021-03-06,281,87,739,79,3,Niederösterreich,368,166,52.4
3393,2407310,2021-03-06,112,23,288,55,4,Oberösterreich,135,78,29.5
3394,931315,2021-03-06,71,11,118,38,5,Salzburg,82,49,22.4
3395,1966099,2021-03-06,180,34,368,65,6,Steiermark,214,99,34.3
3396,1604167,2021-03-06,60,22,183,36,7,Tirol,82,58,37.9
3397,896689,2021-03-06,22,4,122,61,8,Vorarlberg,26,65,6.2
3398,3471274,2021-03-06,285,107,2162,175,9,Wien,392,282,37.9
3399,16374288,2021-03-06,1138,316,4283,546,10,Alle,1454,862,36.7
3400,694733,2021-03-07,54,12,85,13,1,Burgenland,66,25,48.0
3401,711909,2021-03-07,82,16,215,25,2,Kärnten,98,41,39.0
3402,3738592,2021-03-07,271,84,749,96,3,Niederösterreich,355,180,46.7
3403,2428659,2021-03-07,115,21,285,57,4,Oberösterreich,136,78,26.9
3404,939879,2021-03-07,76,14,115,35,5,Salzburg,90,49,28.6
3405,1993544,2021-03-07,185,36,365,63,6,Steiermark,221,99,36.4
3406,1619308,2021-03-07,64,21,179,37,7,Tirol,85,58,36.2
3407,904537,2021-03-07,23,4,119,65,8,Vorarlberg,27,69,5.8
3408,3501971,2021-03-07,285,109,2118,174,9,Wien,394,283,38.5
3409,16533132,2021-03-07,1155,317,4230,565,10,Alle,1472,882,35.9
3410,705722,2021-03-08,60,11,84,8,1,Burgenland,71,19,57.9
3411,713785,2021-03-08,80,17,219,26,2,Kärnten,97,43,39.5
3412,3765805,2021-03-08,280,85,740,98,3,Niederösterreich,365,183,46.4
3413,2452634,2021-03-08,124,24,276,54,4,Oberösterreich,148,78,30.8
3414,947009,2021-03-08,79,14,130,35,5,Salzburg,93,49,28.6
3415,1996501,2021-03-08,204,38,330,61,6,Steiermark,242,99,38.4
3416,1633325,2021-03-08,71,22,173,37,7,Tirol,93,59,37.3
3417,911122,2021-03-08,24,4,118,65,8,Vorarlberg,28,69,5.8
3418,3529309,2021-03-08,304,118,2027,163,9,Wien,422,281,42.0
3419,16655212,2021-03-08,1226,333,4097,547,10,Alle,1559,880,37.8
3420,716398,2021-03-09,61,10,80,9,1,Burgenland,71,19,52.6
3421,763750,2021-03-09,84,15,192,28,2,Kärnten,99,43,34.9
3422,3824765,2021-03-09,312,82,708,86,3,Niederösterreich,394,168,48.8
3423,2517626,2021-03-09,120,26,280,52,4,Oberösterreich,146,78,33.3
3424,982741,2021-03-09,90,13,136,36,5,Salzburg,103,49,26.5
3425,2066437,2021-03-09,212,34,307,65,6,Steiermark,246,99,34.3
3426,1645194,2021-03-09,68,19,177,38,7,Tirol,87,57,33.3
3427,926254,2021-03-09,21,4,121,65,8,Vorarlberg,25,69,5.8
3428,3607954,2021-03-09,319,126,1874,156,9,Wien,445,282,44.7
3429,17051119,2021-03-09,1287,329,3875,535,10,Alle,1616,864,38.1
3430,725692,2021-03-10,64,12,75,7,1,Burgenland,76,19,63.2
3431,780153,2021-03-10,81,15,196,29,2,Kärnten,96,44,34.1
3432,3885068,2021-03-10,304,75,716,81,3,Niederösterreich,379,156,48.1
3433,2560979,2021-03-10,127,25,273,53,4,Oberösterreich,152,78,32.1
3434,1001876,2021-03-10,87,13,139,36,5,Salzburg,100,49,26.5
3435,2117895,2021-03-10,207,39,311,58,6,Steiermark,246,97,40.2
3436,1656543,2021-03-10,65,21,176,35,7,Tirol,86,56,37.5
3437,940650,2021-03-10,15,4,127,65,8,Vorarlberg,19,69,5.8
3438,3660447,2021-03-10,323,120,1778,158,9,Wien,443,278,43.2
3439,17329303,2021-03-10,1273,324,3791,522,10,Alle,1597,846,38.3
3440,735955,2021-03-11,58,15,79,5,1,Burgenland,73,20,75.0
3441,780828,2021-03-11,76,15,201,28,2,Kärnten,91,43,34.9
3442,3930268,2021-03-11,313,76,707,95,3,Niederösterreich,389,171,44.4
3443,2617695,2021-03-11,124,28,276,50,4,Oberösterreich,152,78,35.9
3444,1023271,2021-03-11,83,17,124,32,5,Salzburg,100,49,34.7
3445,2145853,2021-03-11,191,42,327,56,6,Steiermark,233,98,42.9
3446,1669705,2021-03-11,68,24,172,32,7,Tirol,92,56,42.9
3447,953849,2021-03-11,13,4,129,62,8,Vorarlberg,17,66,6.1
3448,3691533,2021-03-11,316,121,1831,155,9,Wien,437,276,43.8
3449,17548957,2021-03-11,1242,342,3846,515,10,Alle,1584,857,39.9
3450,745729,2021-03-12,59,15,83,5,1,Burgenland,74,20,75.0
3451,782016,2021-03-12,75,17,202,26,2,Kärnten,92,43,39.5
3452,4004202,2021-03-12,317,79,703,86,3,Niederösterreich,396,165,47.9
3453,2658827,2021-03-12,131,30,269,48,4,Oberösterreich,161,78,38.5
3454,1042456,2021-03-12,81,18,126,31,5,Salzburg,99,49,36.7
3455,2174570,2021-03-12,197,38,321,58,6,Steiermark,235,96,39.6
3456,1762040,2021-03-12,72,25,170,33,7,Tirol,97,58,43.1
3457,968333,2021-03-12,12,4,130,62,8,Vorarlberg,16,66,6.1
3458,3768674,2021-03-12,325,120,1726,159,9,Wien,445,279,43.0
3459,17906847,2021-03-12,1269,346,3730,508,10,Alle,1615,854,40.5
3460,765111,2021-03-13,59,15,76,5,1,Burgenland,74,20,75.0
3461,783011,2021-03-13,74,16,202,26,2,Kärnten,90,42,38.1
3462,4079284,2021-03-13,303,82,717,78,3,Niederösterreich,385,160,51.2
3463,2699892,2021-03-13,138,34,262,44,4,Oberösterreich,172,78,43.6
3464,1065238,2021-03-13,84,16,126,33,5,Salzburg,100,49,32.7
3465,2215308,2021-03-13,195,36,322,59,6,Steiermark,231,95,37.9
3466,1780612,2021-03-13,76,25,173,33,7,Tirol,101,58,43.1
3467,982335,2021-03-13,13,4,129,64,8,Vorarlberg,17,68,5.9
3468,3807817,2021-03-13,343,128,1932,158,9,Wien,471,286,44.8
3469,18178608,2021-03-13,1285,356,3939,500,10,Alle,1641,856,41.6
3470,772126,2021-03-14,56,16,80,7,1,Burgenland,72,23,69.6
3471,783426,2021-03-14,80,16,202,26,2,Kärnten,96,42,38.1
3472,4130698,2021-03-14,293,87,727,103,3,Niederösterreich,380,190,45.8
3473,2722516,2021-03-14,149,35,251,43,4,Oberösterreich,184,78,44.9
3474,1075448,2021-03-14,84,14,127,35,5,Salzburg,98,49,28.6
3475,2243171,2021-03-14,213,33,321,66,6,Steiermark,246,99,33.3
3476,1794959,2021-03-14,82,23,168,37,7,Tirol,105,60,38.3
3477,990424,2021-03-14,13,2,129,64,8,Vorarlberg,15,66,3.0
3478,3833275,2021-03-14,352,126,2016,169,9,Wien,478,295,42.7
3479,18346043,2021-03-14,1322,352,4021,550,10,Alle,1674,902,39.0
3480,778154,2021-03-15,61,18,78,8,1,Burgenland,79,26,69.2
3481,785396,2021-03-15,85,16,192,26,2,Kärnten,101,42,38.1
3482,4167187,2021-03-15,315,85,705,102,3,Niederösterreich,400,187,45.5
3483,2749652,2021-03-15,167,41,233,37,4,Oberösterreich,208,78,52.6
3484,1077012,2021-03-15,77,17,128,32,5,Salzburg,94,49,34.7
3485,2247450,2021-03-15,223,36,312,64,6,Steiermark,259,100,36.0
3486,1811508,2021-03-15,85,24,166,38,7,Tirol,109,62,38.7
3487,998950,2021-03-15,13,2,129,64,8,Vorarlberg,15,66,3.0
3488,3869837,2021-03-15,380,134,1955,149,9,Wien,514,283,47.3
3489,18485146,2021-03-15,1406,373,3898,520,10,Alle,1779,893,41.8
3490,790271,2021-03-16,54,18,82,6,1,Burgenland,72,24,75.0
3491,786786,2021-03-16,88,17,193,24,2,Kärnten,105,41,41.5
3492,4239419,2021-03-16,342,86,678,93,3,Niederösterreich,428,179,48.0
3493,2819376,2021-03-16,171,43,229,35,4,Oberösterreich,214,78,55.1
