,TestGesamt,MeldeDatum,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Bundesland,Hospitalizations_total,ICU_capacity,ICU_perc
451,13890,2020-05-16,1,0,729,78,2,Kärnten,1,78,0.0
452,47426,2020-05-16,36,17,2494,153,3,Niederösterreich,53,170,10.0
453,51139,2020-05-16,16,1,3378,90,4,Oberösterreich,17,91,1.1
454,29989,2020-05-16,9,2,268,7,5,Salzburg,11,9,22.2
455,40431,2020-05-16,12,4,1820,88,6,Steiermark,16,92,4.3
456,65619,2020-05-16,11,9,187,75,7,Tirol,20,84,10.7
457,17398,2020-05-16,0,0,100,24,8,Vorarlberg,0,24,0.0
458,81902,2020-05-16,70,17,3161,319,9,Wien,87,336,5.1
459,357393,2020-05-16,158,50,12579,850,10,Alle,208,900,5.6
460,10046,2020-05-17,4,0,447,16,1,Burgenland,4,16,0.0
461,13941,2020-05-17,1,0,730,74,2,Kärnten,1,74,0.0
462,48584,2020-05-17,34,15,2638,155,3,Niederösterreich,49,170,8.8
463,51753,2020-05-17,12,4,3652,90,4,Oberösterreich,16,94,4.3
464,30428,2020-05-17,7,1,270,8,5,Salzburg,8,9,11.1
465,41015,2020-05-17,10,4,2142,110,6,Steiermark,14,114,3.5
466,65989,2020-05-17,10,7,190,77,7,Tirol,17,84,8.3
467,17809,2020-05-17,0,0,100,24,8,Vorarlberg,0,24,0.0
468,82944,2020-05-17,71,17,3313,336,9,Wien,88,353,4.8
469,362509,2020-05-17,149,48,13482,890,10,Alle,197,938,5.1
470,10384,2020-05-18,3,0,396,17,1,Burgenland,3,17,0.0
471,14011,2020-05-18,1,0,730,79,2,Kärnten,1,79,0.0
472,49590,2020-05-18,34,15,3228,155,3,Niederösterreich,49,170,8.8
473,52287,2020-05-18,10,2,3342,91,4,Oberösterreich,12,93,2.2
474,30480,2020-05-18,9,1,268,8,5,Salzburg,10,9,11.1
475,41389,2020-05-18,10,4,2161,123,6,Steiermark,14,127,3.1
476,66285,2020-05-18,12,6,186,94,7,Tirol,18,100,6.0
477,17898,2020-05-18,0,0,100,24,8,Vorarlberg,0,24,0.0
478,83745,2020-05-18,72,17,3252,322,9,Wien,89,339,5.0
479,366069,2020-05-18,151,45,13663,913,10,Alle,196,958,4.7
480,10431,2020-05-19,2,0,379,17,1,Burgenland,2,17,0.0
481,14410,2020-05-19,1,0,717,74,2,Kärnten,1,74,0.0
482,50494,2020-05-19,31,14,3223,156,3,Niederösterreich,45,170,8.2
483,52924,2020-05-19,11,1,2821,78,4,Oberösterreich,12,79,1.3
484,30881,2020-05-19,7,1,270,8,5,Salzburg,8,9,11.1
485,42090,2020-05-19,10,4,1778,126,6,Steiermark,14,130,3.1
486,66854,2020-05-19,13,5,181,87,7,Tirol,18,92,5.4
487,18104,2020-05-19,1,0,99,28,8,Vorarlberg,1,28,0.0
488,86247,2020-05-19,67,14,3064,306,9,Wien,81,320,4.4
489,372435,2020-05-19,143,39,12532,880,10,Alle,182,919,4.2
490,10882,2020-05-20,1,0,383,16,1,Burgenland,1,16,0.0
491,14763,2020-05-20,1,0,687,81,2,Kärnten,1,81,0.0
492,51582,2020-05-20,27,14,2590,156,3,Niederösterreich,41,170,8.2
493,54237,2020-05-20,15,0,2644,88,4,Oberösterreich,15,88,0.0
494,31196,2020-05-20,6,1,271,8,5,Salzburg,7,9,11.1
495,42955,2020-05-20,10,2,1675,124,6,Steiermark,12,126,1.6
496,67391,2020-05-20,9,6,179,87,7,Tirol,15,93,6.5
497,18390,2020-05-20,1,0,99,30,8,Vorarlberg,1,30,0.0
498,88196,2020-05-20,67,14,2953,291,9,Wien,81,305,4.6
499,379592,2020-05-20,137,37,11481,881,10,Alle,174,918,4.0
500,10958,2020-05-21,3,0,445,17,1,Burgenland,3,17,0.0
501,14910,2020-05-21,1,0,687,78,2,Kärnten,1,78,0.0
502,52614,2020-05-21,29,13,2435,157,3,Niederösterreich,42,170,7.6
503,55012,2020-05-21,14,0,3074,85,4,Oberösterreich,14,85,0.0
504,31329,2020-05-21,5,0,272,9,5,Salzburg,5,9,0.0
505,44061,2020-05-21,7,2,1677,111,6,Steiermark,9,113,1.8
506,67834,2020-05-21,10,4,150,82,7,Tirol,14,86,4.7
507,18691,2020-05-21,1,0,99,26,8,Vorarlberg,1,26,0.0
508,90228,2020-05-21,86,13,3119,304,9,Wien,99,317,4.1
509,385637,2020-05-21,156,32,11958,869,10,Alle,188,901,3.6
510,10959,2020-05-22,1,0,445,16,1,Burgenland,1,16,0.0
511,15022,2020-05-22,1,0,687,79,2,Kärnten,1,79,0.0
512,53663,2020-05-22,26,12,2435,158,3,Niederösterreich,38,170,7.1
513,55839,2020-05-22,12,0,3176,90,4,Oberösterreich,12,90,0.0
514,31536,2020-05-22,4,0,273,9,5,Salzburg,4,9,0.0
515,44859,2020-05-22,8,2,1960,114,6,Steiermark,10,116,1.7
516,68390,2020-05-22,9,3,160,74,7,Tirol,12,77,3.9
517,18917,2020-05-22,1,0,99,26,8,Vorarlberg,1,26,0.0
518,91303,2020-05-22,66,14,3071,311,9,Wien,80,325,4.3
519,390488,2020-05-22,128,31,12306,877,10,Alle,159,908,3.4
520,11134,2020-05-23,1,0,453,17,1,Burgenland,1,17,0.0
521,15144,2020-05-23,0,0,688,82,2,Kärnten,0,82,0.0
522,56075,2020-05-23,24,11,2945,159,3,Niederösterreich,35,170,6.5
523,56186,2020-05-23,11,0,3408,94,4,Oberösterreich,11,94,0.0
524,31748,2020-05-23,4,0,273,9,5,Salzburg,4,9,0.0
525,45449,2020-05-23,8,2,1834,119,6,Steiermark,10,121,1.7
526,68790,2020-05-23,9,3,160,74,7,Tirol,12,77,3.9
527,18917,2020-05-23,0,0,100,26,8,Vorarlberg,0,26,0.0
528,92920,2020-05-23,59,12,3263,319,9,Wien,71,331,3.6
529,396363,2020-05-23,116,28,13124,899,10,Alle,144,927,3.0
530,11300,2020-05-24,2,0,465,16,1,Burgenland,2,16,0.0
531,15198,2020-05-24,0,0,688,88,2,Kärnten,0,88,0.0
532,57841,2020-05-24,20,11,2746,159,3,Niederösterreich,31,170,6.5
533,56693,2020-05-24,9,0,3575,104,4,Oberösterreich,9,104,0.0
534,31854,2020-05-24,4,0,273,9,5,Salzburg,4,9,0.0
535,45985,2020-05-24,6,1,2118,110,6,Steiermark,7,111,0.9
536,69231,2020-05-24,9,4,149,80,7,Tirol,13,84,4.8
537,19543,2020-05-24,0,0,100,26,8,Vorarlberg,0,26,0.0
538,94212,2020-05-24,58,13,3253,313,9,Wien,71,326,4.0
539,401857,2020-05-24,108,29,13367,905,10,Alle,137,934,3.1
540,11416,2020-05-25,2,0,418,16,1,Burgenland,2,16,0.0
541,15255,2020-05-25,0,0,688,86,2,Kärnten,0,86,0.0
542,58868,2020-05-25,21,11,3215,159,3,Niederösterreich,32,170,6.5
543,57222,2020-05-25,8,1,3334,109,4,Oberösterreich,9,110,0.9
544,31932,2020-05-25,2,0,275,9,5,Salzburg,2,9,0.0
545,46349,2020-05-25,6,1,2144,120,6,Steiermark,7,121,0.8
546,69519,2020-05-25,9,4,151,82,7,Tirol,13,86,4.7
547,19543,2020-05-25,0,0,100,26,8,Vorarlberg,0,26,0.0
548,95237,2020-05-25,60,14,3161,313,9,Wien,74,327,4.3
549,405341,2020-05-25,108,31,13486,920,10,Alle,139,951,3.3
550,11571,2020-05-26,2,0,375,18,1,Burgenland,2,18,0.0
551,15717,2020-05-26,0,0,688,86,2,Kärnten,0,86,0.0
552,60525,2020-05-26,19,13,3165,157,3,Niederösterreich,32,170,7.6
553,57949,2020-05-26,6,1,2679,89,4,Oberösterreich,7,90,1.1
554,32097,2020-05-26,2,0,275,9,5,Salzburg,2,9,0.0
555,46945,2020-05-26,5,1,1776,119,6,Steiermark,6,120,0.8
556,70096,2020-05-26,8,4,133,89,7,Tirol,12,93,4.3
557,19854,2020-05-26,0,0,100,24,8,Vorarlberg,0,24,0.0
558,96431,2020-05-26,53,13,2949,292,9,Wien,66,305,4.3
559,411185,2020-05-26,95,32,12140,883,10,Alle,127,915,3.5
560,12236,2020-05-27,2,0,354,11,1,Burgenland,2,11,0.0
561,15924,2020-05-27,0,0,688,83,2,Kärnten,0,83,0.0
562,62155,2020-05-27,15,13,2530,157,3,Niederösterreich,28,170,7.6
563,59169,2020-05-27,7,0,2585,90,4,Oberösterreich,7,90,0.0
564,32333,2020-05-27,2,0,186,2,5,Salzburg,2,2,0.0
565,47783,2020-05-27,6,1,1587,113,6,Steiermark,7,114,0.9
566,70667,2020-05-27,7,4,128,90,7,Tirol,11,94,4.3
567,20095,2020-05-27,0,0,100,26,8,Vorarlberg,0,26,0.0
568,98344,2020-05-27,45,14,2743,303,9,Wien,59,317,4.4
569,418706,2020-05-27,84,32,10901,875,10,Alle,116,907,3.5
570,12623,2020-05-28,2,0,365,12,1,Burgenland,2,12,0.0
571,16295,2020-05-28,0,0,688,84,2,Kärnten,0,84,0.0
572,64267,2020-05-28,13,13,2313,157,3,Niederösterreich,26,170,7.6
573,60447,2020-05-28,7,0,2460,84,4,Oberösterreich,7,84,0.0
574,32726,2020-05-28,2,0,186,2,5,Salzburg,2,2,0.0
575,48843,2020-05-28,7,1,1645,112,6,Steiermark,8,113,0.9
576,71706,2020-05-28,6,4,126,81,7,Tirol,10,85,4.7
577,20477,2020-05-28,0,0,100,26,8,Vorarlberg,0,26,0.0
578,99988,2020-05-28,40,12,2664,295,9,Wien,52,307,3.9
579,427372,2020-05-28,77,30,10547,853,10,Alle,107,883,3.4
580,12875,2020-05-29,2,0,357,17,1,Burgenland,2,17,0.0
581,16663,2020-05-29,0,0,688,87,2,Kärnten,0,87,0.0
582,66422,2020-05-29,15,11,2260,159,3,Niederösterreich,26,170,6.5
583,61552,2020-05-29,7,0,2574,84,4,Oberösterreich,7,84,0.0
584,32933,2020-05-29,3,0,169,2,5,Salzburg,3,2,0.0
585,49559,2020-05-29,6,1,1536,107,6,Steiermark,7,108,0.9
586,72349,2020-05-29,9,3,115,78,7,Tirol,12,81,3.7
587,20871,2020-05-29,0,0,100,28,8,Vorarlberg,0,28,0.0
588,101078,2020-05-29,36,10,2687,282,9,Wien,46,292,3.4
589,434302,2020-05-29,78,25,10486,844,10,Alle,103,869,2.9
590,13058,2020-05-30,2,0,440,13,1,Burgenland,2,13,0.0
591,16935,2020-05-30,0,0,80,40,2,Kärnten,0,40,0.0
592,68149,2020-05-30,15,10,2265,160,3,Niederösterreich,25,170,5.9
593,62343,2020-05-30,7,0,2574,84,4,Oberösterreich,7,84,0.0
594,33149,2020-05-30,0,0,172,2,5,Salzburg,0,2,0.0
595,50347,2020-05-30,6,0,1602,113,6,Steiermark,6,113,0.0
596,72770,2020-05-30,9,3,116,88,7,Tirol,12,91,3.3
597,21298,2020-05-30,0,0,100,26,8,Vorarlberg,0,26,0.0
598,104094,2020-05-30,36,10,2949,297,9,Wien,46,307,3.3
599,442143,2020-05-30,75,23,10298,823,10,Alle,98,846,2.7
600,12953,2020-05-31,2,0,482,17,1,Burgenland,2,17,0.0
601,17104,2020-05-31,0,0,80,40,2,Kärnten,0,40,0.0
602,69621,2020-05-31,12,10,2516,160,3,Niederösterreich,22,170,5.9
603,62819,2020-05-31,7,0,2574,84,4,Oberösterreich,7,84,0.0
604,33275,2020-05-31,0,0,172,2,5,Salzburg,0,2,0.0
605,50817,2020-05-31,6,0,1602,113,6,Steiermark,6,113,0.0
606,73319,2020-05-31,4,3,125,75,7,Tirol,7,78,3.8
607,21763,2020-05-31,0,0,100,26,8,Vorarlberg,0,26,0.0
608,106863,2020-05-31,39,14,3177,317,9,Wien,53,331,4.2
609,448534,2020-05-31,70,27,10828,834,10,Alle,97,861,3.1
610,13028,2020-06-01,2,0,463,20,1,Burgenland,2,20,0.0
611,17204,2020-06-01,0,0,80,40,2,Kärnten,0,40,0.0
612,71433,2020-06-01,11,10,3230,160,3,Niederösterreich,21,170,5.9
613,63303,2020-06-01,7,0,2574,84,4,Oberösterreich,7,84,0.0
614,33355,2020-06-01,0,0,172,2,5,Salzburg,0,2,0.0
615,51330,2020-06-01,5,2,2080,119,6,Steiermark,7,121,1.7
616,73515,2020-06-01,4,3,124,79,7,Tirol,7,82,3.7
617,21789,2020-06-01,0,0,100,26,8,Vorarlberg,0,26,0.0
618,106863,2020-06-01,39,14,3177,317,9,Wien,53,331,4.2
619,451820,2020-06-01,68,29,12000,847,10,Alle,97,876,3.3
620,13089,2020-06-02,2,0,403,17,1,Burgenland,2,17,0.0
621,17395,2020-06-02,0,0,80,40,2,Kärnten,0,40,0.0
622,72439,2020-06-02,11,9,3390,161,3,Niederösterreich,20,170,5.3
623,63575,2020-06-02,3,0,3184,84,4,Oberösterreich,3,84,0.0
624,33485,2020-06-02,0,0,172,2,5,Salzburg,0,2,0.0
625,51705,2020-06-02,5,2,2061,118,6,Steiermark,7,120,1.7
626,73959,2020-06-02,4,3,130,77,7,Tirol,7,80,3.8
627,21789,2020-06-02,0,0,100,25,8,Vorarlberg,0,25,0.0
628,108942,2020-06-02,37,12,3334,309,9,Wien,49,321,3.7
629,456378,2020-06-02,62,26,12854,833,10,Alle,88,859,3.0
630,13232,2020-06-03,2,0,371,17,1,Burgenland,2,17,0.0
631,17836,2020-06-03,0,0,80,40,2,Kärnten,0,40,0.0
632,73642,2020-06-03,13,6,3159,164,3,Niederösterreich,19,170,3.5
633,64275,2020-06-03,3,0,2490,85,4,Oberösterreich,3,85,0.0
634,33675,2020-06-03,0,0,134,2,5,Salzburg,0,2,0.0
635,52371,2020-06-03,5,2,1638,120,6,Steiermark,7,122,1.6
636,74409,2020-06-03,5,2,110,75,7,Tirol,7,77,2.6
637,21931,2020-06-03,0,0,100,23,8,Vorarlberg,0,23,0.0
638,111587,2020-06-03,38,11,2810,313,9,Wien,49,324,3.4
639,462958,2020-06-03,66,21,10892,839,10,Alle,87,860,2.4
640,13995,2020-06-04,2,0,354,13,1,Burgenland,2,13,0.0
641,18212,2020-06-04,0,0,80,40,2,Kärnten,0,40,0.0
642,74761,2020-06-04,12,6,2369,164,3,Niederösterreich,18,170,3.5
643,65176,2020-06-04,4,0,2217,87,4,Oberösterreich,4,87,0.0
644,33840,2020-06-04,0,0,134,2,5,Salzburg,0,2,0.0
645,53370,2020-06-04,4,1,1528,102,6,Steiermark,5,103,1.0
646,75312,2020-06-04,3,2,107,58,7,Tirol,5,60,3.3
647,22248,2020-06-04,0,0,100,19,8,Vorarlberg,0,19,0.0
648,114552,2020-06-04,40,13,2526,284,9,Wien,53,297,4.4
649,471466,2020-06-04,65,22,9415,769,10,Alle,87,791,2.8
650,14101,2020-06-05,2,0,345,15,1,Burgenland,2,15,0.0
651,18555,2020-06-05,0,0,80,40,2,Kärnten,0,40,0.0
652,76964,2020-06-05,12,6,2011,164,3,Niederösterreich,18,170,3.5
653,66117,2020-06-05,2,0,2156,89,4,Oberösterreich,2,89,0.0
654,34111,2020-06-05,0,0,134,2,5,Salzburg,0,2,0.0
655,54110,2020-06-05,2,1,1357,107,6,Steiermark,3,108,0.9
656,76246,2020-06-05,3,2,105,56,7,Tirol,5,58,3.4
657,22739,2020-06-05,0,0,100,25,8,Vorarlberg,0,25,0.0
658,116506,2020-06-05,34,11,2386,282,9,Wien,45,293,3.8
659,479449,2020-06-05,55,20,8674,780,10,Alle,75,800,2.5
660,14167,2020-06-06,2,0,362,12,1,Burgenland,2,12,0.0
661,19066,2020-06-06,0,0,80,40,2,Kärnten,0,40,0.0
662,77996,2020-06-06,11,5,1949,165,3,Niederösterreich,16,170,2.9
663,66859,2020-06-06,2,0,2156,89,4,Oberösterreich,2,89,0.0
664,34297,2020-06-06,0,0,134,2,5,Salzburg,0,2,0.0
665,54995,2020-06-06,2,1,1450,101,6,Steiermark,3,102,1.0
666,76524,2020-06-06,1,1,104,59,7,Tirol,2,60,1.7
667,23126,2020-06-06,0,0,100,25,8,Vorarlberg,0,25,0.0
668,118882,2020-06-06,37,10,2613,303,9,Wien,47,313,3.2
669,485912,2020-06-06,55,17,8948,796,10,Alle,72,813,2.1
670,14291,2020-06-07,2,0,435,13,1,Burgenland,2,13,0.0
671,19241,2020-06-07,0,0,80,40,2,Kärnten,0,40,0.0
672,79508,2020-06-07,9,5,2067,165,3,Niederösterreich,14,170,2.9
673,67337,2020-06-07,2,0,2156,89,4,Oberösterreich,2,89,0.0
674,34379,2020-06-07,0,0,134,2,5,Salzburg,0,2,0.0
675,55347,2020-06-07,1,1,1800,103,6,Steiermark,2,104,1.0
676,76978,2020-06-07,1,1,104,59,7,Tirol,2,60,1.7
677,23634,2020-06-07,0,0,100,25,8,Vorarlberg,0,25,0.0
678,118882,2020-06-07,37,10,2613,303,9,Wien,47,313,3.2
679,489597,2020-06-07,52,17,9489,799,10,Alle,69,816,2.1
680,14353,2020-06-08,2,0,387,12,1,Burgenland,2,12,0.0
681,19455,2020-06-08,0,0,80,40,2,Kärnten,0,40,0.0
682,80732,2020-06-08,8,6,2803,164,3,Niederösterreich,14,170,3.5
683,67670,2020-06-08,5,0,2939,96,4,Oberösterreich,5,96,0.0
684,34398,2020-06-08,0,0,134,2,5,Salzburg,0,2,0.0
685,55475,2020-06-08,1,1,1864,102,6,Steiermark,2,103,1.0
686,77142,2020-06-08,1,1,104,59,7,Tirol,2,60,1.7
687,23712,2020-06-08,0,0,100,25,8,Vorarlberg,0,25,0.0
688,121824,2020-06-08,48,9,2603,307,9,Wien,57,316,2.8
689,494761,2020-06-08,65,17,11014,807,10,Alle,82,824,2.1
690,14403,2020-06-09,0,0,314,15,1,Burgenland,0,15,0.0
691,19818,2020-06-09,0,0,80,40,2,Kärnten,0,40,0.0
692,82507,2020-06-09,10,5,2749,165,3,Niederösterreich,15,170,2.9
693,68184,2020-06-09,5,1,2367,92,4,Oberösterreich,6,93,1.1
694,34657,2020-06-09,0,0,134,2,5,Salzburg,0,2,0.0
695,56170,2020-06-09,1,1,1586,94,6,Steiermark,2,95,1.1
696,77437,2020-06-09,1,2,109,78,7,Tirol,3,80,2.5
697,24081,2020-06-09,0,0,100,25,8,Vorarlberg,0,25,0.0
698,123664,2020-06-09,48,10,2499,312,9,Wien,58,322,3.1
699,500921,2020-06-09,65,19,9938,823,10,Alle,84,842,2.3
700,14538,2020-06-10,0,0,323,17,1,Burgenland,0,17,0.0
701,20221,2020-06-10,0,0,80,40,2,Kärnten,0,40,0.0
702,84197,2020-06-10,8,4,1936,166,3,Niederösterreich,12,170,2.4
703,68713,2020-06-10,4,1,2110,85,4,Oberösterreich,5,86,1.2
704,34160,2020-06-10,0,1,74,1,5,Salzburg,1,2,50.0
705,56717,2020-06-10,1,1,1392,94,6,Steiermark,2,95,1.1
706,77920,2020-06-10,1,1,108,64,7,Tirol,2,65,1.5
707,24189,2020-06-10,0,0,100,29,8,Vorarlberg,0,29,0.0
708,125689,2020-06-10,49,9,2194,252,9,Wien,58,261,3.4
709,506344,2020-06-10,63,17,8317,748,10,Alle,80,765,2.2
710,14564,2020-06-11,0,0,385,18,1,Burgenland,0,18,0.0
711,20509,2020-06-11,0,0,80,40,2,Kärnten,0,40,0.0
712,85688,2020-06-11,11,2,1741,168,3,Niederösterreich,13,170,1.2
713,69374,2020-06-11,4,1,2110,85,4,Oberösterreich,5,86,1.2
714,34481,2020-06-11,1,0,73,2,5,Salzburg,1,2,0.0
715,57184,2020-06-11,1,1,1406,82,6,Steiermark,2,83,1.2
716,78316,2020-06-11,1,1,111,59,7,Tirol,2,60,1.7
717,24506,2020-06-11,0,0,100,25,8,Vorarlberg,0,25,0.0
718,125689,2020-06-11,49,9,2194,252,9,Wien,58,261,3.4
719,510311,2020-06-11,67,14,8200,731,10,Alle,81,745,1.9
720,14574,2020-06-12,0,0,368,17,1,Burgenland,0,17,0.0
721,20774,2020-06-12,0,0,80,40,2,Kärnten,0,40,0.0
722,86793,2020-06-12,12,0,1858,170,3,Niederösterreich,12,170,0.0
723,69690,2020-06-12,4,1,2508,92,4,Oberösterreich,5,93,1.1
724,34560,2020-06-12,1,0,73,2,5,Salzburg,1,2,0.0
725,57505,2020-06-12,2,1,1406,82,6,Steiermark,3,83,1.2
726,78563,2020-06-12,1,1,111,59,7,Tirol,2,60,1.7
727,24983,2020-06-12,0,0,100,25,8,Vorarlberg,0,25,0.0
728,129139,2020-06-12,40,6,2412,261,9,Wien,46,267,2.2
729,516581,2020-06-12,60,9,8916,748,10,Alle,69,757,1.2
730,14640,2020-06-13,0,0,417,15,1,Burgenland,0,15,0.0
731,21035,2020-06-13,0,0,80,40,2,Kärnten,0,40,0.0
732,88187,2020-06-13,12,2,2528,168,3,Niederösterreich,14,170,1.2
733,70099,2020-06-13,4,1,2508,92,4,Oberösterreich,5,93,1.1
734,34743,2020-06-13,1,0,73,2,5,Salzburg,1,2,0.0
735,57817,2020-06-13,0,0,1608,81,6,Steiermark,0,81,0.0
736,78881,2020-06-13,1,1,105,84,7,Tirol,2,85,1.2
737,25263,2020-06-13,0,0,100,25,8,Vorarlberg,0,25,0.0
738,130311,2020-06-13,44,6,2623,350,9,Wien,50,356,1.7
739,520976,2020-06-13,62,10,10042,857,10,Alle,72,867,1.2
740,14896,2020-06-14,0,0,417,14,1,Burgenland,0,14,0.0
741,21279,2020-06-14,0,0,80,40,2,Kärnten,0,40,0.0
742,89200,2020-06-14,8,2,2253,168,3,Niederösterreich,10,170,1.2
743,70287,2020-06-14,4,1,2508,92,4,Oberösterreich,5,93,1.1
744,34818,2020-06-14,1,0,73,2,5,Salzburg,1,2,0.0
745,57989,2020-06-14,0,1,1861,80,6,Steiermark,1,81,1.2
746,79515,2020-06-14,1,1,105,84,7,Tirol,2,85,1.2
747,25504,2020-06-14,0,0,100,25,8,Vorarlberg,0,25,0.0
748,131352,2020-06-14,43,7,2839,334,9,Wien,50,341,2.1
749,524840,2020-06-14,57,12,10236,839,10,Alle,69,851,1.4
750,14968,2020-06-15,0,0,393,13,1,Burgenland,0,13,0.0
751,21395,2020-06-15,0,0,80,40,2,Kärnten,0,40,0.0
752,90321,2020-06-15,9,2,2820,168,3,Niederösterreich,11,170,1.2
753,70615,2020-06-15,8,2,2710,95,4,Oberösterreich,10,97,2.1
754,34884,2020-06-15,1,0,73,2,5,Salzburg,1,2,0.0
755,58116,2020-06-15,0,2,1939,85,6,Steiermark,2,87,2.3
756,79665,2020-06-15,1,1,105,84,7,Tirol,2,85,1.2
757,25504,2020-06-15,0,0,100,25,8,Vorarlberg,0,25,0.0
758,132202,2020-06-15,45,8,2777,321,9,Wien,53,329,2.4
759,527670,2020-06-15,64,15,10997,833,10,Alle,79,848,1.8
760,15331,2020-06-16,0,0,344,14,1,Burgenland,0,14,0.0
761,21973,2020-06-16,0,0,80,40,2,Kärnten,0,40,0.0
762,91352,2020-06-16,8,1,2759,169,3,Niederösterreich,9,170,0.6
763,71051,2020-06-16,8,1,2310,86,4,Oberösterreich,9,87,1.1
764,34971,2020-06-16,1,0,73,2,5,Salzburg,1,2,0.0
765,58507,2020-06-16,1,2,1651,93,6,Steiermark,3,95,2.1
766,79914,2020-06-16,1,2,103,78,7,Tirol,3,80,2.5
767,25704,2020-06-16,0,0,100,25,8,Vorarlberg,0,25,0.0
768,133897,2020-06-16,47,6,2414,326,9,Wien,53,332,1.8
769,532700,2020-06-16,66,12,9834,833,10,Alle,78,845,1.4
770,15512,2020-06-17,0,0,321,14,1,Burgenland,0,14,0.0
771,22357,2020-06-17,0,0,80,40,2,Kärnten,0,40,0.0
772,92627,2020-06-17,6,1,1951,169,3,Niederösterreich,7,170,0.6
773,71671,2020-06-17,7,1,2126,77,4,Oberösterreich,8,78,1.3
774,35253,2020-06-17,1,0,73,2,5,Salzburg,1,2,0.0
775,59126,2020-06-17,1,3,1443,83,6,Steiermark,4,86,3.5
776,80367,2020-06-17,1,1,101,71,7,Tirol,2,72,1.4
777,25903,2020-06-17,0,0,100,25,8,Vorarlberg,0,25,0.0
778,137799,2020-06-17,44,5,2266,325,9,Wien,49,330,1.5
779,540615,2020-06-17,60,11,8461,806,10,Alle,71,817,1.3
780,15565,2020-06-18,0,0,342,13,1,Burgenland,0,13,0.0
781,22722,2020-06-18,0,0,80,40,2,Kärnten,0,40,0.0
782,93840,2020-06-18,8,1,1741,169,3,Niederösterreich,9,170,0.6
783,72333,2020-06-18,7,0,2038,73,4,Oberösterreich,7,73,0.0
784,35408,2020-06-18,0,0,73,2,5,Salzburg,0,2,0.0
